smiles,source,pki
CCN(CC)c1ccc(CN(C(=O)Cc2ccccc2)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,ChEMBL,4.698970004336019
CCCCCCC(C)(C)c1cc2c(c(OP(=O)(OCC)OCC)c1)[C@@H]1CC(C)=CC[C@H]1C(C)(C)O2,ChEMBL,4.698970004336019
O=C(Cc1ccc(Cl)cc1)NC(NC(=O)Cc1ccc(Cl)cc1)c1ccc(Cl)cc1,ChEMBL,4.698970004336019
O=C(Cc1ccccc1)NC(NC(=O)Cc1ccccc1)c1ccc(N2CCCCC2)cc1,ChEMBL,4.698970004336019
CCN(CC)c1ccc(CN([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)S(=O)(=O)c2ccc(C)cc2)cc1,ChEMBL,4.698970004336019
CCS(=O)(=O)c1ccc2c(c1)nc(C(C)(C)C)n2CC1CC1,ChEMBL,4.698970004336019
CCN(CC)c1ccc(C(NC(=O)CCc2ccccc2)NC(=O)CCc2ccccc2)cc1,ChEMBL,4.698970004336019
O=C(Cc1ccccc1)NC(NC(=O)Cc1ccccc1)c1ccc(N2CCCC2)cc1,ChEMBL,4.698970004336019
CN(C)c1ccc(C(NC(=O)Cc2ccccc2)NC(=O)Cc2ccccc2)cc1,ChEMBL,4.698970004336019
Cc1ccc(C(NC(=O)Cc2ccc(Cl)cc2)NC(=O)Cc2ccc(Cl)cc2)cc1,ChEMBL,4.698970004336019
CCCN(CCC)c1ccc(C(NC(=O)Cc2ccccc2)NC(=O)Cc2ccccc2)cc1,ChEMBL,4.698970004336019
CC(C)c1ccc(C(NC(=O)Cc2ccccc2)NC(=O)Cc2ccccc2)cc1,ChEMBL,4.698970004336019
CCN(CC)c1ccc(C(NC(=O)Cc2ccccc2)NC(=O)Cc2ccccc2)cc1,ChEMBL,4.698970004336019
CCN(CC)c1ccc(C(NC(=O)C(C)C)NC(=O)C(C)C)cc1,ChEMBL,4.698970004336019
O=C(Cc1ccccc1)NC(NC(=O)Cc1ccccc1)c1ccc(C(F)(F)F)cc1,ChEMBL,4.698970004336019
O=C(Cc1ccc(Cl)cc1)NC(NC(=O)Cc1ccc(Cl)cc1)c1ccccc1C(F)(F)F,ChEMBL,4.698970004336019
c1ccc2c(c1)Nc1ccccc1S2,ChEMBL,4.707212464801671
O=C(Nc1sc2c(c1C(=O)N1CCCCC1)CCOC2)c1ccccc1OC(F)(F)F,ChEMBL,4.7121982700697735
CN(C)CCn1c(CC(C)(C)C)nc2cc(S(=O)(=O)CC(C)(C)O)ccc21,ChEMBL,4.7121982700697735
CCCCCc1cc(O)c2cc(Cc3ccccc3Cl)c(=O)oc2c1,ChEMBL,4.718966632752273
CCOc1ccc(Cc2nc3cc(C(=O)N4CCCCC4)ccc3n2CCC(C)C)cc1,ChEMBL,4.769551078621726
COc1ccc2c(c1)c(CC(=O)N1CCOCC1)c(C)n2C(=O)c1cccc(Cl)c1,ChEMBL,4.774690718274137
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,ChEMBL,4.779525793870782
CCCCCc1cc(O)c2cc(Cc3cccc(O)c3)c(=O)oc2c1,ChEMBL,4.790484985457369
CN1CCN(NC(=O)c2cnn(-c3ccc(Cl)cc3Cl)c2-c2ccc(Cl)cc2)CC1,ChEMBL,4.795880017344075
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCC)cc1O,ChEMBL,4.83238732727247
CCCCCCC(C)(C)C1=CC(=O)C2=C(OC(C)(C)c3cn(C)nc32)C1=O,ChEMBL,4.848323769152953
O=[N+]([O-])c1ccc2[nH]nc(OCc3ccc4ccccc4c3)c2c1,ChEMBL,4.866461091629782
CCCCCc1cc(O)cc(OCCCCCCCCCCCCCCCC(=O)NCCO)c1,ChEMBL,4.903089986991944
CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)NCCO,GLASS,4.913640169325252
CC/C=C/C/C=C\C/C=C\C/C=C\C/C=C\C/C=C/CCC(=O)NCCO,ChEMBL,4.913640169325252
O=C(Nc1sc2c(c1C(=O)N1CCCCC1)CCOC2)c1ccccc1C(F)(F)F,ChEMBL,4.931814138253839
CCCCCCC(C)(C)c1cc(OC)c(C2=C[C@@H]3CC[C@@]2(CO)C3(C)C)c(OC)c1,ChEMBL,4.931814138253839
CCCCCCC(C)(C)c1cc(OC)c(C2=CC3CCC2(CO)C3(C)C)c(OC)c1,GLASS,4.931814138253839
O=C(Nc1sc2c(c1C(=O)N1CC(F)(F)C1)CCOC2)c1c(F)cccc1C(F)(F)F,ChEMBL,4.954677021213342
Nc1ccc2c(c1)c(OCc1cccc3ccccc13)nn2CCN1CCCC1,ChEMBL,4.958607314841775
CCN(CC)c1ccc(CN([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)S(=O)(=O)c2ccccc2)cc1,ChEMBL,4.958607314841775
COc1ccc(S(=O)(=O)c2cc(OC)ccc2S(=O)(=O)c2ccc(C(C)NC(=O)C3CC3)cc2)cc1,GLASS,4.973671061277651
COc1ccc(S(=O)(=O)c2cc(OC)ccc2S(=O)(=O)c2ccc([C@H](C)NC(=O)C3CC3)cc2)cc1,ChEMBL,4.973671061277651
CC(C)=CCC[C@]1(C)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)CC[C@@]2(C)[C@H]1CC[C@H]1Cc3c([nH]c4ccccc34)[C@@]12C,ChEMBL,4.97469413473523
COc1ccc2c(c1)c(CCN1CCOCC1)c(C)n2C(=O)c1ccc(Cl)cc1,ChEMBL,4.989149042626077
CCCCCc1cc(OC)c2cc(Cc3ccc(Br)cc3)c(=O)oc2c1,ChEMBL,4.991399828238082
O=C(Cc1ccccc1)NC(C=Cc1ccccc1)NC(=O)Cc1ccccc1,GLASS,5.0
CC1(Cc2ccccc2)COc2cc(C(=O)N3CCCCC3)ccc21,ChEMBL,5.0
Cc1c(O)ccc2c1OC(C)(C)C1=C2C[C@H](C)CC1,ChEMBL,5.0
COC(=O)c1c(NC(=O)N2CCCCC2)sc2c1CCCC2,ChEMBL,5.0
CC1CCC(NC(=O)c2cc3cccnc3n(CCCO)c2=O)CC1,ChEMBL,5.0
CC#CC#CCC=CCCCC=CC=CC(=O)NCC(C)C,GLASS,5.0
COC(=O)Cn1nnnc1Cc1ccc(-c2ccccc2)cc1,ChEMBL,5.0
CCCCCCCC/C=C/C(=O)Nc1ccc(N2CCOCC2)cc1,ChEMBL,5.0
O=C1/C(=C/c2cccc(OCc3ccc(F)cc3)c2)N=C2SCCCN12,ChEMBL,5.0
C=C1CCC2C(C1)c1c(OC)cc(C(C)(C)CCCCCC)cc1OC2(C)C,GLASS,5.0
O=C1/C(=C/c2cccc(OCCCc3ccccc3)c2)N=C2SCCCN12,ChEMBL,5.0
CCCCCCCOCC12c3ccccc3C(c3ccccc31)C1C(=O)NC(=O)C12,ChEMBL,5.0
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)n2nc(N3CCOCC3)nc12,ChEMBL,5.0
COc1cccc(Cc2cc3c(OC)cc(CO[Si](c4ccccc4)(c4ccccc4)C(C)(C)C)cc3oc2=O)c1,ChEMBL,5.0
O=C(c1cc(O)c(-c2ccncc2)c(O)c1)c1cccs1,ChEMBL,5.0
CCN(CC)Cc1ccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)cc1,ChEMBL,5.0
