GLASS#	UniProt	Ligand standard InChI Key	Param	Min	Max	Unit	Reference (PMID or other citations)
134272	P21554	IIWGHQKHUOSNND-UHFFFAOYSA-N	Ki	158.0	158.0	nM	17513109
134322	P21554	IIXUBHOQXODODU-FZCBKRAZSA-N	IC50	345.0	345.0	nM	24157366
134332	P21554	IIYIIIMKUDAFCY-UHFFFAOYSA-N	Ki	200.0	200.0	nM	25272206,19435366
134375	P21554	IJADFXIQDFOUAG-UHFFFAOYSA-N	Ki	501.19	501.19	nM	18311894
134375	P21554	IJADFXIQDFOUAG-UHFFFAOYSA-N	Ki	512.0	512.0	nM	18311894
134416	P21554	IJBXDCHWDJGFKN-UHFFFAOYSA-N	IC50	0.0	5000.0	nM	18293908
134416	P21554	IJBXDCHWDJGFKN-UHFFFAOYSA-N	Ki	0.0	2820.0	nM	18293908
134416	P21554	IJBXDCHWDJGFKN-UHFFFAOYSA-N	Ki	2820.0	2820.0	nM	18293908
134419	P21554	IJBZOOZRAXHERC-DOFZRALJSA-N	Ki	1500.0	1500.0	nM	19053765
134419	P21554	IJBZOOZRAXHERC-DOFZRALJSA-N	Ki	1760.0	1760.0	nM	16213718
134543	P21554	IJGUVPKVGNLXIQ-UHFFFAOYSA-N	IC50	7.0	7.0	nM	20719511
134769	P21554	IJNBPYFLMYJQBE-UHFFFAOYSA-N	EC50	0.0	32000.0	nM	PubChem BioAssay data set
134769	P21554	IJNBPYFLMYJQBE-UHFFFAOYSA-N	IC50	3160.0	3160.0	nM	PubChem BioAssay data set
134895	P21554	IJRBHDMRJJCVOK-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	16213718
135028	P21554	IJVYLKLATYSWHG-CHDWYJDFSA-N	Ki	0.0	5000.0	nM	21675776
135096	P21554	IJYZYKCNGXHUSI-UHFFFAOYSA-N	Ki	1100.0	1100.0	nM	17383180
135281	P21554	IKGOBAYQCFFAGE-UHFFFAOYSA-N	Activity	33.7	33.7	%	16392827
135281	P21554	IKGOBAYQCFFAGE-UHFFFAOYSA-N	Displacement	40.6	40.6	%	11960486,10465552
135288	P21554	IKGRGZBGVAOKOU-UHFFFAOYSA-N	EC50	33.0	33.0	nM	22284817
135288	P21554	IKGRGZBGVAOKOU-UHFFFAOYSA-N	Emax	65.0	65.0	%	22284817
135288	P21554	IKGRGZBGVAOKOU-UHFFFAOYSA-N	Ki	9.0	9.0	nM	22284817
135412	P21554	IKKCHJJZMJZQEO-WOJBJXKFSA-N	Ki	5.26	5.26	nM	18524604,19250829
135425	P21554	IKKJLENHPLSTAM-UHFFFAOYSA-N	IC50	6000.0	6000.0	nM	15664830
135504	P21554	IKMYJSYOOYHKEF-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	18522867
135763	P21554	IKXZRKVEHRWQFM-UHFFFAOYSA-N	IC50	0.82	0.82	nM	20015647
135763	P21554	IKXZRKVEHRWQFM-UHFFFAOYSA-N	IC50	1.4	1.4	nM	20015647
135763	P21554	IKXZRKVEHRWQFM-UHFFFAOYSA-N	IC50	1.8	1.8	nM	20015647
135815	P21554	ILACWWPQONYUHT-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	19646869
135815	P21554	ILACWWPQONYUHT-UHFFFAOYSA-N	Ki	1300.0	1300.0	nM	19646869
135815	P21554	ILACWWPQONYUHT-UHFFFAOYSA-N	Ki	3400.0	3400.0	nM	19646869
136181	P21554	ILOYHMTUJHFXPM-CYBMUJFWSA-N	Ki	335.0	335.0	nM	20971001
136241	P21554	ILPZCGQJSUUWOC-UHFFFAOYSA-N	IC50	0.79	0.79	nM	20015647
136241	P21554	ILPZCGQJSUUWOC-UHFFFAOYSA-N	IC50	1.2	1.2	nM	20015647
136288	P21554	ILRZJJOUTMEDRK-UHFFFAOYSA-N	IC50	56.0	56.0	nM	20096577
136342	P21554	ILTVKWITCXQNDJ-UHFFFAOYSA-N	Emax	2.0	2.0	%	18640038
136526	P21554	IMCVTIXYEXGOHH-UHFFFAOYSA-N	EC50	100.0	100.0	nM	20688519
136526	P21554	IMCVTIXYEXGOHH-UHFFFAOYSA-N	Ki	44.9	44.9	nM	20688519
136595	P21554	IMGJLJWXTHYHIG-UHFFFAOYSA-N	EC50	31.62	31.62	nM	21885167
136595	P21554	IMGJLJWXTHYHIG-UHFFFAOYSA-N	Ki	12.59	12.59	nM	21885167
136677	P21554	IMJWGDSFRDJYJI-UHFFFAOYSA-N	Ke	12.0	12.0	nM	22372835
136677	P21554	IMJWGDSFRDJYJI-UHFFFAOYSA-N	Ki	792.0	792.0	nM	22372835
136850	P21554	IMQWZYVHJQJIKI-UHFFFAOYSA-N	Ki	137.0	137.0	nM	23406429
136896	P21554	IMSSROKUHAOUJS-MJCUULBUSA-N	IC50	28540.0	28540.0	nM	DrugMatrix in vitro pharmacology data
136896	P21554	IMSSROKUHAOUJS-MJCUULBUSA-N	Ki	22532.0	22532.0	nM	DrugMatrix in vitro pharmacology data
136934	P21554	IMULKGNJBJYZHH-UHFFFAOYSA-N	Kb	4.4	4.4	nM	17383180
136934	P21554	IMULKGNJBJYZHH-UHFFFAOYSA-N	Ki	22.0	22.0	nM	17383180
136948	P21554	IMUXNARHYOHMGR-UHFFFAOYSA-N	Ki	136.3	136.3	nM	21996466
136969	P21554	IMVPJCWCKUNHSI-UHFFFAOYSA-N	Ki	4073.8	4073.8	nM	18311894
136969	P21554	IMVPJCWCKUNHSI-UHFFFAOYSA-N	Ki	4077.0	4077.0	nM	18311894
137072	P21554	INAFCCZYSLWLHC-UHFFFAOYSA-N	Inhibition	30.5	30.5	%	19095444
137117	P21554	INBYZTBXXIUGMV-UHFFFAOYSA-N	Activity	82.0	82.0	%	24461289
137117	P21554	INBYZTBXXIUGMV-UHFFFAOYSA-N	IC50	3881.0	3881.0	nM	24461289
137400	P21554	INLYRLVAMGTAHS-UHFFFAOYSA-N	EC50	0.0	31622.8	nM	19864133
137475	P21554	INOMZYFNGDZFSD-UHFFFAOYSA-N	Ki	11000.0	11000.0	nM	24378710
137525	P21554	INQPZMWFXSDRRC-UHFFFAOYSA-N	Kb	2335.0	2335.0	nM	24053617
137602	P21554	INTQROPTEPGCAB-UHFFFAOYSA-N	Ki	7.8	7.8	nM	17383180
137602	P21554	INTQROPTEPGCAB-UHFFFAOYSA-N	Ki	7.8	7.8	nM	17383180
137683	P21554	INWIVGQRMMWWQD-UHFFFAOYSA-N	EC50	43.9	43.9	nM	18712856
137683	P21554	INWIVGQRMMWWQD-UHFFFAOYSA-N	IC50	2.1	2.1	nM	18712856
137725	P21554	INYRYOBBDZMTPK-UHFFFAOYSA-N	Activity	74.2	74.2	%	16392827
137725	P21554	INYRYOBBDZMTPK-UHFFFAOYSA-N	Decrease	-74.0	-74.0	%	15801840
137725	P21554	INYRYOBBDZMTPK-UHFFFAOYSA-N	Displacement	74.2	74.2	%	15801840
137725	P21554	INYRYOBBDZMTPK-UHFFFAOYSA-N	Ki	2188.0	2188.0	nM	15801840
137778	P21554	IOBGWHNZXXNBCX-UHFFFAOYSA-N	EC50	71.0	71.0	nM	22284817
137778	P21554	IOBGWHNZXXNBCX-UHFFFAOYSA-N	Emax	112.0	112.0	%	22284817
137778	P21554	IOBGWHNZXXNBCX-UHFFFAOYSA-N	Ki	110.0	110.0	nM	22284817
138026	P21554	IOMZWVIZNJRHRI-RUZDIDTESA-N	IC50	0.6	0.6	nM	20423086
138197	P21554	IOTRBXRSOUGNJM-WOJBJXKFSA-N	Ki	23.6	23.6	nM	24175572
138318	P21554	IOXUQFJVJZKHPO-UHFFFAOYSA-N	Displacement	64.0	64.0	%	11960486
138497	P21554	IPDKAYJYLAASMH-UHFFFAOYSA-N	EC50	0.0	20000.0	nM	21354795
138571	P21554	IPGGXACUBFSSHA-UHFFFAOYSA-N	EC50	4.0	4.0	nM	18335976
138571	P21554	IPGGXACUBFSSHA-UHFFFAOYSA-N	Ki	7.0	7.0	nM	18335976
138582	P21554	IPHISVXLTQERTK-UHFFFAOYSA-N	Ki	6.7	6.7	nM	21996466
138659	P21554	IPKOFPVJMBKHIT-CYBMUJFWSA-N	Ki	0.81	0.81	nM	20971001
138666	P21554	IPKZCLGGYKRDES-ZDUSSCGKSA-N	Inhibition	10.0	0.0	%	16821801
138775	P21554	IPNBYBRGLAYHDP-FUHIMQAGSA-N	IC50	0.0	17000.0	nM	21420857
138823	P21554	IPPBEGLUKNRALZ-UHFFFAOYSA-N	EC50	2450.0	2450.0	nM	21115245
138848	P21554	IPPURWIAVHOVPQ-QKKBWIMNSA-N	Ki	158.0	158.0	nM	20018510
138861	P21554	IPQBNXNMXNNORV-OPHFCASCSA-N	Emax	84.0	84.0	%	21420857
138861	P21554	IPQBNXNMXNNORV-OPHFCASCSA-N	IC50	2022.0	2022.0	nM	21420857
138862	P21554	IPQBNXNMXNNORV-ZWSUVBHBSA-N	Emax	98.0	98.0	%	21420857
138862	P21554	IPQBNXNMXNNORV-ZWSUVBHBSA-N	IC50	188.0	188.0	nM	21420857
138871	P21554	IPQGNHCGMASCIK-UHFFFAOYSA-N	Inhibition	22.0	22.0	%	21923175
138984	P21554	IPULHDXWPUAVBP-UHFFFAOYSA-N	Ki	0.0	20000.0	nM	23072339
139041	P21554	IPWKPSGOXRKLOH-NRFANRHFSA-N	Ki	100000.0	100000.0	nM	15664857
139052	P21554	IPXCVXXZEZCJRH-UHFFFAOYSA-N	Ki	500.0	500.0	nM	19646869
139121	P21554	IQBDRJGQTWPMPY-UHFFFAOYSA-N	Ki	137.0	137.0	nM	14980654
139254	P21554	IQGATJOTVOKJCZ-UHFFFAOYSA-N	Activity	64.8	64.8	%	20189815
139254	P21554	IQGATJOTVOKJCZ-UHFFFAOYSA-N	Ki	2875.0	2875.0	nM	20189815
139292	P21554	IQHRTSKPOQAZBU-UHFFFAOYSA-N	Ki	713.0	713.0	nM	14736243
139297	P21554	IQHYUQQDFXJXRD-UHFFFAOYSA-N	IC50	17.0	17.0	nM	20096577
139393	P21554	IQLQNNIZPSPERD-UHFFFAOYSA-N	Activity	95.0	95.0	%	16279809
139393	P21554	IQLQNNIZPSPERD-UHFFFAOYSA-N	EC50	1050.0	1050.0	nM	16279809
139393	P21554	IQLQNNIZPSPERD-UHFFFAOYSA-N	Emax	-74.0	-74.0	%	16279809
139393	P21554	IQLQNNIZPSPERD-UHFFFAOYSA-N	Ki	1100.0	1100.0	nM	16279809
139463	P21554	IQOANIBIODTHGD-UQBPGWFLSA-N	IC50	19.3	19.3	nM	17293109
139473	P21554	IQOQDLZIWMLGJL-UHFFFAOYSA-N	IC50	4.1	4.1	nM	19954978
139726	P21554	IQWPULXCADODAK-IBGZPJMESA-N	Ki	14.0	14.0	nM	17513109
139797	P21554	IQZXVPKSRQNNRH-UHFFFAOYSA-N	Kd	1.0	1.0	nM	19699640
139797	P21554	IQZXVPKSRQNNRH-UHFFFAOYSA-N	Ki	43.0	43.0	nM	19699640
140009	P21554	IRINYLOUKBCITA-UHFFFAOYSA-N	IC50	18.0	18.0	nM	15664830
140172	P21554	IRNGVYZGPNAVHN-PMACEKPBSA-N	Ki	247.0	247.0	nM	24175572
140174	P21554	IRNGVYZGPNAVHN-UXHICEINSA-N	Ki	186.0	186.0	nM	24175572
140176	P21554	IRNGVYZGPNAVHN-VQTJNVASSA-N	Ki	104.0	104.0	nM	24175572
140177	P21554	IRNGVYZGPNAVHN-WOJBJXKFSA-N	EC50	3.9	3.9	nM	24175572
140177	P21554	IRNGVYZGPNAVHN-WOJBJXKFSA-N	Ki	11.4	11.4	nM	24175572
140194	P21554	IROBMYGWVLTDFP-YADARESESA-N	IC50	2.0	2.0	nM	17181138,MedChemComm, (2013) 4:4:631
140194	P21554	IROBMYGWVLTDFP-YADARESESA-N	IC50	2.03	2.03	nM	18570365
140221	P21554	IROXUEHWMXXEAF-UHFFFAOYSA-N	Kd	0.3162	0.3162	nM	14736243
140221	P21554	IROXUEHWMXXEAF-UHFFFAOYSA-N	Ki	16.1	16.1	nM	14736243
140283	P21554	IRRGBCHOFRYUCB-UHFFFAOYSA-N	Ki	52.0	52.0	nM	20047779
140336	P21554	IRTBNEISJSBZBS-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	18311894
140336	P21554	IRTBNEISJSBZBS-UHFFFAOYSA-N	Ki	10000.0	0.0	nM	18311894
140353	P21554	IRTQKPRGPXHPGU-WOJBJXKFSA-N	Ki	18.8	18.8	nM	18524604,19250829
140378	P21554	IRUIMNBPEZGQNR-UHFFFAOYSA-N	IC50	5.2	5.2	nM	16263284
140530	P21554	ISAHSOBBNOUBGF-KYPFDINASA-N	Ki	2100.0	2100.0	nM	19646869
140728	P21554	ISIUJCSWBKYRAX-UHFFFAOYSA-N	Ke	789.0	789.0	nM	24041123
140869	P21554	ISOBQBOKEVAOGY-AVRWGWEMSA-N	IC50	0.9	0.9	nM	17608398
140904	P21554	ISQHUFAVATYKJC-UHFFFAOYSA-N	IC50	21.0	21.0	nM	20719511
140956	P21554	ISSNENYWKIQAMJ-UHFFFAOYSA-N	Ki	341.0	341.0	nM	17884494
141006	P21554	ISUCVHDUSCKYMK-UHFFFAOYSA-N	Ki	1700.0	1700.0	nM	20718492
141243	P21554	ITECAINUXYCJRB-WYMLVPIESA-N	Activity	0.0	10.0	%	21074998
141243	P21554	ITECAINUXYCJRB-WYMLVPIESA-N	IC50	0.0	10000.0	nM	21074998
141243	P21554	ITECAINUXYCJRB-WYMLVPIESA-N	Ki	0.0	10000.0	nM	21074998
141303	P21554	ITGPVFUFPVABEZ-MGPUTAFESA-N	IC50	37.2	37.2	nM	17293109
141542	P21554	ITQZCELXAWBWQT-UHFFFAOYSA-N	EC50	80.0	80.0	nM	23147076
141542	P21554	ITQZCELXAWBWQT-UHFFFAOYSA-N	Efficacy	90.0	90.0	%	23147076
141585	P21554	ITSVQBLBEILJMZ-UHFFFAOYSA-N	IC50	0.0	10000.0	nM	22571451
141585	P21554	ITSVQBLBEILJMZ-UHFFFAOYSA-N	Inhibition	18.0	18.0	%	22571451
141765	P21554	ITZYSOSIYSLLLF-OFNKIYASSA-N	Ki	35.0	35.0	nM	20018510
141767	P21554	ITZYWHNBEHDVTA-UHFFFAOYSA-N	Displacement	5.0	0.0	%	10465552
141776	P21554	IUAHPWBBEWAHNB-UHFFFAOYSA-N	Ki	5.8	5.8	nM	20018510
141778	P21554	IUAHPWBBEWAHNB-XDHUDOTRSA-N	Ki	5.8	5.8	nM	20018510
142045	P21554	IUINALILLTVIHS-UHFFFAOYSA-N	IC50	2100.0	2100.0	nM	24445310
142045	P21554	IUINALILLTVIHS-UHFFFAOYSA-N	Inhibition	98.2	98.2	%	24445310
142150	P21554	IUMLKAWPFRUDQL-UHFFFAOYSA-N	IC50	161.0	161.0	nM	20047779
142150	P21554	IUMLKAWPFRUDQL-UHFFFAOYSA-N	Ki	2.3	2.3	nM	20047779
142150	P21554	IUMLKAWPFRUDQL-UHFFFAOYSA-N	Ki	2.3	2.3	nM	20047779
142157	P21554	IUMPBUYJPRNFHP-UHFFFAOYSA-N	EC50	161.0	161.0	nM	20845959
142157	P21554	IUMPBUYJPRNFHP-UHFFFAOYSA-N	Emax	-23.0	-23.0	%	20845959
142157	P21554	IUMPBUYJPRNFHP-UHFFFAOYSA-N	Kd	29.51	29.51	nM	20845959
142157	P21554	IUMPBUYJPRNFHP-UHFFFAOYSA-N	Ki	94.1	94.1	nM	20845959
142157	P21554	IUMPBUYJPRNFHP-UHFFFAOYSA-N	Ki	247.0	247.0	nM	20845959
142203	P21554	IUNWESBRRKQPAF-UHFFFAOYSA-N	Displacement	90.9	90.9	%	15801840
142203	P21554	IUNWESBRRKQPAF-UHFFFAOYSA-N	Ki	2193.0	2193.0	nM	15801840
142225	P21554	IUOUKGJDVHEAEX-UHFFFAOYSA-N	Ki	604.0	604.0	nM	17884494,19143566
142361	P21554	IUUUUXWSQKRYFK-UHFFFAOYSA-N	Ki	740.0	740.0	nM	19091565
142395	P21554	IUVWYQRMCLECAF-UHFFFAOYSA-N	IC50	20.0	20.0	nM	20096577
142404	P21554	IUWBHGFOHXVVKV-UHFFFAOYSA-N	Ki	2.3	2.3	nM	22341572
142409	P21554	IUWDZTKHESQPPS-UHFFFAOYSA-N	Ki	18.0	18.0	nM	18335976
142426	P21554	IUWTVEUGDDMZCM-UHFFFAOYSA-N	Ki	4679.0	4679.0	nM	18522867
142713	P21554	IVJZUABZNFOIQZ-UHFFFAOYSA-N	Activity	35.18	35.18	%	23164658
142713	P21554	IVJZUABZNFOIQZ-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	23164658
142713	P21554	IVJZUABZNFOIQZ-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	23164658
142877	P21554	IVQAPXKHSUQVFR-UHFFFAOYSA-N	EC50	100.0	100.0	nM	21316962
142930	P21554	IVSBKGWMJJCQHO-UHFFFAOYSA-N	Kd	2.512	2.512	nM	15771428
142930	P21554	IVSBKGWMJJCQHO-UHFFFAOYSA-N	Ki	94.0	94.0	nM	15771428
142999	P21554	IVUOVVRJRKZZQF-UHFFFAOYSA-N	Ki	19.0	19.0	nM	23623258
143324	P21554	IWGWKANZPRNVTJ-UHFFFAOYSA-N	EC50	0.0	20000.0	nM	21354795
143420	P21554	IWLRCWFHYARFJX-UHFFFAOYSA-N	Activity	85.1	85.1	%	16451053
143420	P21554	IWLRCWFHYARFJX-UHFFFAOYSA-N	Emax	-70.0	-70.0	%	16451053
143420	P21554	IWLRCWFHYARFJX-UHFFFAOYSA-N	Ki	6309.0	6309.0	nM	16451053
143900	P21554	IXELDSLDTIRNMA-JCTONOIOSA-N	Emax	91.0	91.0	%	21420857
143900	P21554	IXELDSLDTIRNMA-JCTONOIOSA-N	IC50	1002.0	1002.0	nM	21420857
143916	P21554	IXEWYTLXTLCWOK-UHFFFAOYSA-N	EC50	23.0	23.0	nM	18712856
143916	P21554	IXEWYTLXTLCWOK-UHFFFAOYSA-N	IC50	5.1	5.1	nM	18712856
144063	P21554	IXKFOAYMHDSEDQ-UHFFFAOYSA-N	EC50	0.0	10000.0	nM	19062274
144063	P21554	IXKFOAYMHDSEDQ-UHFFFAOYSA-N	Emax	2.0	2.0	%	19062274
144081	P21554	IXKWGEYSEZLERR-ZYKLXPEUSA-N	Kb	0.424	0.424	nM	18800770
144109	P21554	IXMNBHPNQQLFMV-UHFFFAOYSA-N	EC50	1.0	1.0	nM	19351113
144109	P21554	IXMNBHPNQQLFMV-UHFFFAOYSA-N	Ki	0.6	0.6	nM	16263283,19351113
144109	P21554	IXMNBHPNQQLFMV-UHFFFAOYSA-N	Ki	1.0	1.0	nM	16263283,19351113
144141	P21554	IXNMNDCGZKSZFX-UHFFFAOYSA-N	Ke	1645.0	1645.0	nM	23098108
144296	P21554	IXUTVBUYTJYKMF-UHFFFAOYSA-N	Inhibition	27.0	27.0	%	18083560
144432	P21554	IXYWUNGAYXMXFT-UHFFFAOYSA-N	Activity	20.0	0.0	%	16279809
144490	P21554	IYAVTZWBGCXXFI-OCBJUFRSSA-N	IC50	8600.0	8600.0	nM	24157366
144538	P21554	IYCKLSMGGKQPDY-UHFFFAOYSA-N	Ki	120.0	120.0	nM	19595596
144630	P21554	IYGBYFCBJQWYSO-UHFFFAOYSA-N	Ki	0.0	5600.0	nM	17942307
144630	P21554	IYGBYFCBJQWYSO-UHFFFAOYSA-N	Ki	5600.0	5600.0	nM	17942307
144749	P21554	IYJLQYRDWHVKNY-UHFFFAOYSA-N	Kd	1.0	1.0	nM	20047331
144749	P21554	IYJLQYRDWHVKNY-UHFFFAOYSA-N	Ki	43.0	43.0	nM	20047331
144885	P21554	IYPCLQNNVOPZPH-UHFFFAOYSA-N	Kd	1.995	1.995	nM	19699640
144885	P21554	IYPCLQNNVOPZPH-UHFFFAOYSA-N	Ki	74.0	74.0	nM	19699640
144929	P21554	IYQVJJRCWZSDNK-UHFFFAOYSA-N	Activity	21.0	21.0	%	23679955
144929	P21554	IYQVJJRCWZSDNK-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	23679955
145219	P21554	IZDIEIZEWYLRBW-UHFFFAOYSA-N	Ke	2100.0	2100.0	nM	24944734
145226	P21554	IZDRJTIAQHGZMN-HNNXBMFYSA-N	Ki	8.9	8.9	nM	17466519
145357	P21554	IZKDGGVGSMLFPW-UHFFFAOYSA-N	Ki	656.0	656.0	nM	17513109
145683	P21554	IZZAUGOELHTXOR-UHFFFAOYSA-N	Kd	3.981	3.981	nM	15771428
145683	P21554	IZZAUGOELHTXOR-UHFFFAOYSA-N	Ki	55.0	55.0	nM	15771428
145749	P21554	JACQWPJZGHCXBL-UHFFFAOYSA-N	Activity	10.0	0.0	%	16451053
145749	P21554	JACQWPJZGHCXBL-UHFFFAOYSA-N	Activity	20.0	0.0	%	16392827
145752	P21554	JACXDKREAMALNZ-UHFFFAOYSA-N	Ki	61.0	61.0	nM	19351113
145906	P21554	JAHTYICOAGMXGW-NVHKAFQKSA-N	Inhibition	96.0	96.0	%	22959249
145923	P21554	JAIPFCNJVNJMDU-UHFFFAOYSA-N	Ki	25.0	25.0	nM	18311894
145923	P21554	JAIPFCNJVNJMDU-UHFFFAOYSA-N	Ki	25.12	25.12	nM	18311894
146380	P21554	JAVXSEZBTVKAOG-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	22548457,20718492,21183257
146495	P21554	JBATWCPALJLYTL-UHFFFAOYSA-N	Ki	0.0	5000.0	nM	18522867
146609	P21554	JBFDVHIPOLZSCA-UHFFFAOYSA-N	IC50	0.0	32000.0	nM	PubChem BioAssay data set
146692	P21554	JBHSRXZIGNHKIP-UHFFFAOYSA-N	EC50	4.8	4.8	nM	18712856
146692	P21554	JBHSRXZIGNHKIP-UHFFFAOYSA-N	IC50	1.7	1.7	nM	18712856
146833	P21554	JBNCULDCNOUANL-UHFFFAOYSA-N	Ki	1.9	1.9	nM	17383180
146833	P21554	JBNCULDCNOUANL-UHFFFAOYSA-N	Ki	1.9	1.9	nM	17383180
146910	P21554	JBPMLEUENRFVMZ-UHFFFAOYSA-N	Displacement	28.8	28.8	%	11960486
146959	P21554	JBQWPLWSNHELFT-UHFFFAOYSA-N	IC50	2.3	2.3	nM	16263284
147121	P21554	JBWCNAHZWJPFEN-UHFFFAOYSA-N	Ki	0.0	10000.0	nM	24378710
147253	P21554	JCBKHLWPNWGXIF-UHFFFAOYSA-N	IC50	76.0	76.0	nM	22444677
147253	P21554	JCBKHLWPNWGXIF-UHFFFAOYSA-N	Ki	181.0	181.0	nM	22444677
147363	P21554	JCFZBNYPTDUYNV-UHFFFAOYSA-N	IC50	16.3	16.3	nM	19530697
147450	P21554	JCIBBNGOHWXOKG-UHFFFAOYSA-N	Ki	4.5	4.5	nM	24182233
147492	P21554	JCJPUCGVJHINQD-UHFFFAOYSA-N	Ki	270.0	270.0	nM	22044209
147638	P21554	JCPZZONKEINJSI-UHFFFAOYSA-N	Ke	0.4	0.4	nM	22372835
147638	P21554	JCPZZONKEINJSI-UHFFFAOYSA-N	Ki	15.5	15.5	nM	22372835
147658	P21554	JCQRAJVSZJBITB-CHOSKBQSSA-N	EC50	3.981	3.981	nM	20688519
147658	P21554	JCQRAJVSZJBITB-CHOSKBQSSA-N	Kd	7.943	7.943	nM	20688519
147658	P21554	JCQRAJVSZJBITB-CHOSKBQSSA-N	Ki	6.1	6.1	nM	20688519
147663	P21554	JCQUZKSREGZWPN-UHFFFAOYSA-N	EC50	0.0	100000.0	nM	23795771
147792	P21554	JCVQIVPQLBSAML-UHFFFAOYSA-N	Kd	3.162	3.162	nM	14736243
147792	P21554	JCVQIVPQLBSAML-UHFFFAOYSA-N	Ki	338.0	338.0	nM	14736243
147815	P21554	JCWSHTMGPCJHIO-UHFFFAOYSA-N	Ki	2300.0	2300.0	nM	24729834
147967	P21554	JDBYNYRWGYDPPR-UHFFFAOYSA-N	IC50	4.9	4.9	nM	20483606
148008	P21554	JDDBODGIBAEVFY-UHFFFAOYSA-N	Inhibition	0.0	0.0	%	22916707
148008	P21554	JDDBODGIBAEVFY-UHFFFAOYSA-N	Ki	1270.0	1270.0	nM	22916707
148064	P21554	JDFAIQMMRYUITC-UHFFFAOYSA-N	Ki	60.39	60.39	nM	Med Chem Res, (2013) 22:9:4133
148064	P21554	JDFAIQMMRYUITC-UHFFFAOYSA-N	Ki	60.4	60.4	nM	Med Chem Res, (2013) 22:9:4133
148154	P21554	JDGFLFBQAWOEJL-UHFFFAOYSA-N	IC50	1.2	1.2	nM	19954978
148154	P21554	JDGFLFBQAWOEJL-UHFFFAOYSA-N	IC50	5.8	5.8	nM	19954978
148229	P21554	JDJNTSQEVVKDDF-UHFFFAOYSA-N	Ke	133.0	133.0	nM	23098108
148229	P21554	JDJNTSQEVVKDDF-UHFFFAOYSA-N	Ki	14.0	14.0	nM	23098108
148269	P21554	JDKSZSKJOBLXNT-HNNXBMFYSA-N	Ki	433.0	433.0	nM	22738271
148269	P21554	JDKSZSKJOBLXNT-HNNXBMFYSA-N	Ki	843.0	843.0	nM	22738271
148273	P21554	JDKSZSKJOBLXNT-OAHLLOKOSA-N	Ki	105.0	105.0	nM	22738271
148279	P21554	JDKSZSKJOBLXNT-UHFFFAOYSA-N	Ki	433.0	433.0	nM	22738271
148324	P21554	JDMULPKHYQBDGR-CQSZACIVSA-N	Ki	10.0	10.0	nM	20971001
148329	P21554	JDNLJOVGVMXDOM-UHFFFAOYSA-N	Activity	75.0	75.0	%	16279809
148329	P21554	JDNLJOVGVMXDOM-UHFFFAOYSA-N	EC50	500.0	500.0	nM	16279809
148329	P21554	JDNLJOVGVMXDOM-UHFFFAOYSA-N	Emax	-61.0	-61.0	%	16279809
148329	P21554	JDNLJOVGVMXDOM-UHFFFAOYSA-N	Ki	500.0	500.0	nM	16279809
148332	P21554	JDNLPKCAXICMBW-UHFFFAOYSA-N	EC50	5.012	5.012	nM	21885167
148332	P21554	JDNLPKCAXICMBW-UHFFFAOYSA-N	Ki	1.995	1.995	nM	21885167
148332	P21554	JDNLPKCAXICMBW-UHFFFAOYSA-N	Ki	9.5	9.5	nM	23865723
148332	P21554	JDNLPKCAXICMBW-UHFFFAOYSA-N	Ki	10.0	10.0	nM	10525107
148432	P21554	JDRCDVZZIVLMMJ-UHFFFAOYSA-N	Ki	340.0	340.0	nM	24729834
148602	P21554	JDYPQQKFCAAXRZ-UHFFFAOYSA-N	Inhibition	110.0	110.0	%	22916707
148602	P21554	JDYPQQKFCAAXRZ-UHFFFAOYSA-N	Ki	598.0	598.0	nM	22916707
148719	P21554	JECXXFXYJAQVAH-WOJBJXKFSA-N	Ki	0.32	0.32	nM	18595717,17521177
148719	P21554	JECXXFXYJAQVAH-WOJBJXKFSA-N	Ki	0.3236	0.3236	nM	17521177,17980589
148768	P21554	JEEFMLVJZKFOFV-FCHUYYIVSA-N	Ki	23.0	23.0	nM	20943404
148768	P21554	JEEFMLVJZKFOFV-FCHUYYIVSA-N	Ki	249.7	249.7	nM	Bioorg. Med. Chem. Lett., (1996) 6:2:189
148768	P21554	JEEFMLVJZKFOFV-FCHUYYIVSA-N	Ki	250.0	250.0	nM	
148772	P21554	JEEILHAWJQTJII-UHFFFAOYSA-N	Ki	560.0	560.0	nM	19435366
148861	P21554	JEIFXINMIBYIQL-UHFFFAOYSA-N	Activity	62.0	62.0	%	16279809
148861	P21554	JEIFXINMIBYIQL-UHFFFAOYSA-N	Ki	2750.0	2750.0	nM	16279809
149012	P21554	JENDDWCJIPEZSM-UHFFFAOYSA-N	Ki	69.18	69.18	nM	18311894
149012	P21554	JENDDWCJIPEZSM-UHFFFAOYSA-N	Ki	70.0	70.0	nM	18311894
149020	P21554	JENKZPZRFLLTTE-UHFFFAOYSA-N	Inhibition	69.0	69.0	%	19520572
